Frame not received: Unknown Frame: size=6876, net_delay=None, decode_delay=None, encode_delay=22, total_delay=None, md5=54d4c9e5b31026fe7057e4f8ed95db38
Unknown Frame: size=24238, net_delay=53, decode_delay=2, encode_delay=10, total_delay=65, md5=968e68020f6007d75dbba084d0bfce3c
Unknown Frame: size=21761, net_delay=54, decode_delay=2, encode_delay=9, total_delay=65, md5=a506c9229d25fd1b41d74e384d366c64
Unknown Frame: size=23280, net_delay=54, decode_delay=2, encode_delay=9, total_delay=65, md5=6ffeafcce96a428ba13546f52f10f357
Unknown Frame: size=21993, net_delay=55, decode_delay=3, encode_delay=8, total_delay=66, md5=011a5919e7f0bdaaa969c795a02b25d7
Unknown Frame: size=23772, net_delay=52, decode_delay=3, encode_delay=11, total_delay=66, md5=a7c368724b96476ac5a150beec2a8efe
Unknown Frame: size=22055, net_delay=50, decode_delay=3, encode_delay=13, total_delay=66, md5=759c324a3e9f7ee642854d9253ab32e2
Unknown Frame: size=23470, net_delay=50, decode_delay=3, encode_delay=13, total_delay=66, md5=b9e06a5d91fb2450980c201154341972
Unknown Frame: size=23699, net_delay=50, decode_delay=3, encode_delay=13, total_delay=66, md5=a746fc7c83024de552038899c1280c91
Unknown Frame: size=22428, net_delay=51, decode_delay=3, encode_delay=12, total_delay=66, md5=19a7c336e6f07050863eedbcdad07d14
Unknown Frame: size=21889, net_delay=51, decode_delay=3, encode_delay=12, total_delay=66, md5=2f7235159af14616f792634baa762c3e
Unknown Frame: size=23450, net_delay=52, decode_delay=3, encode_delay=10, total_delay=65, md5=7ee9706b6521c4cbf06bd91f72f1c06e
Unknown Frame: size=23567, net_delay=53, decode_delay=3, encode_delay=9, total_delay=65, md5=7ffdb0f875d015efa87f7c8af4aed900
Unknown Frame: size=23200, net_delay=52, decode_delay=3, encode_delay=10, total_delay=65, md5=33e6535b9b2903e651ddc06143b60e23
Unknown Frame: size=22864, net_delay=53, decode_delay=3, encode_delay=9, total_delay=65, md5=8a67b286cf37158a3e18d0a354f9206e
Unknown Frame: size=23116, net_delay=54, decode_delay=3, encode_delay=8, total_delay=65, md5=929c10f4836e0270054bb55326a1510e
Unknown Frame: size=23166, net_delay=54, decode_delay=3, encode_delay=8, total_delay=65, md5=0d4dd8e75dc1b0cab02ecbaa0c0c6b01
Unknown Frame: size=23811, net_delay=52, decode_delay=3, encode_delay=10, total_delay=65, md5=231e87b4819632a070b78d2dd3ed1d82
Unknown Frame: size=23777, net_delay=51, decode_delay=3, encode_delay=11, total_delay=65, md5=8d1f96a475c0c542d364b407e58f97bc
Unknown Frame: size=23601, net_delay=52, decode_delay=3, encode_delay=11, total_delay=66, md5=480c9f4a47f0e962a75c369837279db9
Unknown Frame: size=24778, net_delay=64, decode_delay=3, encode_delay=11, total_delay=78, md5=ee0c742342342fe6e783ff7669d6a8b2
Unknown Frame: size=23862, net_delay=73, decode_delay=3, encode_delay=10, total_delay=86, md5=9f16446e1a186d0a82224254b85178a3
Unknown Frame: size=23733, net_delay=76, decode_delay=3, encode_delay=10, total_delay=89, md5=97bf40bd46ad25c1b11bd6604713b9ef
Unknown Frame: size=23333, net_delay=84, decode_delay=2, encode_delay=10, total_delay=96, md5=595c1bf1dcba9af89173bbfc68c8405a
Unknown Frame: size=24555, net_delay=91, decode_delay=3, encode_delay=10, total_delay=104, md5=44eed873e746d954e3c55886fb1af35b
Unknown Frame: size=22932, net_delay=97, decode_delay=3, encode_delay=10, total_delay=110, md5=e76c06ea6b4247d1c9b3072d2215ce1b
Unknown Frame: size=23950, net_delay=104, decode_delay=2, encode_delay=10, total_delay=116, md5=4219f116e64af4a8b61ea90c5813f609
Unknown Frame: size=15093, net_delay=97, decode_delay=2, encode_delay=9, total_delay=108, md5=4567deac153c2ce615f7189e27967132
Unknown Frame: size=15746, net_delay=89, decode_delay=2, encode_delay=9, total_delay=100, md5=270ca9922c373aa0bcf408b997d72e9b
Unknown Frame: size=15257, net_delay=84, decode_delay=2, encode_delay=7, total_delay=93, md5=83a3c9a043a60e82f4c99e5ee9d8be14
Unknown Frame: size=15642, net_delay=77, decode_delay=2, encode_delay=7, total_delay=86, md5=5075b5049c07b1f430053472092cbbd8
Unknown Frame: size=15541, net_delay=71, decode_delay=2, encode_delay=8, total_delay=81, md5=fbe33ae8ce5b04bb680120cd581c596c
Unknown Frame: size=15584, net_delay=64, decode_delay=2, encode_delay=8, total_delay=74, md5=cd0551bb48487fc432feda957d2557f2
Unknown Frame: size=14879, net_delay=58, decode_delay=2, encode_delay=7, total_delay=67, md5=c0dc2173efea44b9e5b253e41f71f999
Unknown Frame: size=14719, net_delay=55, decode_delay=2, encode_delay=9, total_delay=66, md5=fdec2720fe7acb52a432f628678fd1d7
Unknown Frame: size=15354, net_delay=56, decode_delay=3, encode_delay=8, total_delay=67, md5=6ac7c1158cb6124c156c440ef6e2261e
Unknown Frame: size=15127, net_delay=57, decode_delay=2, encode_delay=7, total_delay=66, md5=b91809aa0dba1a91fcb3398f1c7d7de5
Unknown Frame: size=14467, net_delay=55, decode_delay=2, encode_delay=9, total_delay=66, md5=49667eb19ff2dd9fb6b77f186d244227
Unknown Frame: size=15010, net_delay=55, decode_delay=2, encode_delay=9, total_delay=66, md5=03b467a02fb8089009e9d63090e8d09f
Unknown Frame: size=14531, net_delay=55, decode_delay=2, encode_delay=9, total_delay=66, md5=4367a856a00be2e40bc217f3001687c5
Unknown Frame: size=14882, net_delay=55, decode_delay=2, encode_delay=9, total_delay=66, md5=136fa14295570657845b714abcc2c09e
Unknown Frame: size=14797, net_delay=56, decode_delay=2, encode_delay=9, total_delay=67, md5=41dd7e6064026fd2bc69fcdea073bb09
Unknown Frame: size=15242, net_delay=56, decode_delay=2, encode_delay=9, total_delay=67, md5=3395e6769ea265e033a3c9e45c635799
Unknown Frame: size=14458, net_delay=56, decode_delay=2, encode_delay=10, total_delay=68, md5=16ec02853abd9411f06bfb19cbbf3b34
Unknown Frame: size=14885, net_delay=58, decode_delay=2, encode_delay=9, total_delay=69, md5=b0bdfaca202d54f64f65ae96f8da128e
Unknown Frame: size=15197, net_delay=59, decode_delay=2, encode_delay=9, total_delay=70, md5=2ebd678839a6524eef1ce1d8df981ef4
Unknown Frame: size=14400, net_delay=59, decode_delay=2, encode_delay=9, total_delay=70, md5=dd135dfa2f09019ea7e4ae9054806450
Unknown Frame: size=14938, net_delay=56, decode_delay=2, encode_delay=12, total_delay=70, md5=fc96991b839500e6f049643d49e23444
Unknown Frame: size=14320, net_delay=57, decode_delay=2, encode_delay=12, total_delay=71, md5=ddf3357f910f570216914b6b8a86607d
Unknown Frame: size=14857, net_delay=62, decode_delay=2, encode_delay=8, total_delay=72, md5=2bfe4139a1ec2ee22a14b37e3b079fd6
Unknown Frame: size=14503, net_delay=61, decode_delay=2, encode_delay=8, total_delay=71, md5=72171a3389eda9bd091daa98a59f4c34
Unknown Frame: size=15725, net_delay=59, decode_delay=3, encode_delay=9, total_delay=71, md5=c5e9b0800777bad846c6f9b386b01ee7
Unknown Frame: size=14502, net_delay=60, decode_delay=2, encode_delay=9, total_delay=71, md5=36e91879a1f108744b1c15219cba9b6c
Unknown Frame: size=15661, net_delay=61, decode_delay=2, encode_delay=8, total_delay=71, md5=7d572943980ee72389047a5709775e51
Unknown Frame: size=14976, net_delay=62, decode_delay=2, encode_delay=8, total_delay=72, md5=0d9aab97b27697802abd57fcceab58ac
Unknown Frame: size=15792, net_delay=64, decode_delay=2, encode_delay=7, total_delay=73, md5=e69e645f4c8ce7b84a8b59c47cec33b6
Unknown Frame: size=14805, net_delay=64, decode_delay=2, encode_delay=7, total_delay=73, md5=caea1a0b137555f827ee5146f7698f7f
Unknown Frame: size=15348, net_delay=64, decode_delay=1, encode_delay=7, total_delay=72, md5=1b9626d61457d26e5301594e91976157
Unknown Frame: size=15577, net_delay=63, decode_delay=2, encode_delay=7, total_delay=72, md5=65a730b92de740fb6d0aa579cbe1db4b
Unknown Frame: size=14731, net_delay=64, decode_delay=2, encode_delay=7, total_delay=73, md5=c672ddabacf12cbce831994b6b6cf5eb
Unknown Frame: size=16350, net_delay=62, decode_delay=2, encode_delay=9, total_delay=73, md5=b3ee017c0f995f6b59d998df30d503f3
Unknown Frame: size=15955, net_delay=60, decode_delay=2, encode_delay=10, total_delay=72, md5=2469a11db8510f5754089dfa1c94c2dd
Unknown Frame: size=15279, net_delay=59, decode_delay=3, encode_delay=11, total_delay=73, md5=463ee87646a6503d862833eacb8e097e
Unknown Frame: size=16132, net_delay=60, decode_delay=3, encode_delay=10, total_delay=73, md5=fd7d086a677d789ff2b67efa8d2128b3
Unknown Frame: size=16312, net_delay=60, decode_delay=3, encode_delay=11, total_delay=74, md5=d3d73c0fcfe5029033cd02168b7a8f34
Unknown Frame: size=15986, net_delay=59, decode_delay=3, encode_delay=11, total_delay=73, md5=d76a7d63bb87ef83ec38d2bff6a8f637
Unknown Frame: size=15341, net_delay=60, decode_delay=3, encode_delay=11, total_delay=74, md5=0dc127ba09e610236a64e7fd973bb4de
Unknown Frame: size=15269, net_delay=61, decode_delay=2, encode_delay=10, total_delay=73, md5=1709c57160efae666023fb9af291b494
Unknown Frame: size=15722, net_delay=60, decode_delay=3, encode_delay=11, total_delay=74, md5=dcac257911d3a839423e35b1b08e103a
Unknown Frame: size=14598, net_delay=62, decode_delay=2, encode_delay=10, total_delay=74, md5=cc45ed17de04de66ee6ccc464f616a7a
Unknown Frame: size=15710, net_delay=60, decode_delay=3, encode_delay=11, total_delay=74, md5=dc7471d80d0628e2820fc046143f54c7
Unknown Frame: size=14853, net_delay=62, decode_delay=2, encode_delay=10, total_delay=74, md5=685ffccbac2a53cf78e89b6339f62beb
Unknown Frame: size=16180, net_delay=61, decode_delay=2, encode_delay=10, total_delay=73, md5=6dbfa336ccc0da35e5cb2bc65cd74975
Unknown Frame: size=15115, net_delay=61, decode_delay=2, encode_delay=10, total_delay=73, md5=ebc374adec85b4e0e98772afef53fccd
Unknown Frame: size=15033, net_delay=61, decode_delay=2, encode_delay=10, total_delay=73, md5=9730f9fef46c0e9cad63ecdfc84c41de
Unknown Frame: size=15587, net_delay=61, decode_delay=3, encode_delay=10, total_delay=74, md5=9a5bb3c0363b7a8d052ccea5f5333bdf
Unknown Frame: size=15976, net_delay=61, decode_delay=2, encode_delay=11, total_delay=74, md5=0b5eedae8267989aa005642a10dcf617
Unknown Frame: size=14911, net_delay=61, decode_delay=2, encode_delay=11, total_delay=74, md5=ef2de91950a4cb6d01c6f432f0a51cb5
Unknown Frame: size=15083, net_delay=61, decode_delay=3, encode_delay=11, total_delay=75, md5=97c145d7978dff42463725fef6803a88
Unknown Frame: size=14935, net_delay=61, decode_delay=3, encode_delay=11, total_delay=75, md5=d574c8cf6c7be467cbcdfca7982f10e3
Unknown Frame: size=15118, net_delay=60, decode_delay=2, encode_delay=12, total_delay=74, md5=406aa1990eb0ac80d1cf91db79ec7753
Unknown Frame: size=15058, net_delay=61, decode_delay=3, encode_delay=11, total_delay=75, md5=d128b2e467816f18903bfa183aa90a6e
Unknown Frame: size=14839, net_delay=64, decode_delay=2, encode_delay=9, total_delay=75, md5=7c16291edb661f78b13539af46a2aa4a
Unknown Frame: size=15742, net_delay=63, decode_delay=2, encode_delay=10, total_delay=75, md5=08b22f373d8309063db8d73f2c1d6c6e
Unknown Frame: size=15912, net_delay=63, decode_delay=3, encode_delay=10, total_delay=76, md5=1add99fee23dff8758b6fb70ad4a675f
Unknown Frame: size=14804, net_delay=64, decode_delay=2, encode_delay=9, total_delay=75, md5=a508caa7b139f069e84261ca0bc8d0cd
Unknown Frame: size=15745, net_delay=63, decode_delay=2, encode_delay=10, total_delay=75, md5=1564821b38531d5fd2287732f7e0063f
Unknown Frame: size=15230, net_delay=64, decode_delay=2, encode_delay=10, total_delay=76, md5=f3a19c7932204a69197f9960bdbc9d09
Unknown Frame: size=15034, net_delay=65, decode_delay=2, encode_delay=9, total_delay=76, md5=01f6106bb457fc79cb8ecb4db77df7d1
Unknown Frame: size=15756, net_delay=63, decode_delay=3, encode_delay=10, total_delay=76, md5=19c832291ba3dee7c5da8376eeaf3f5d
Unknown Frame: size=15808, net_delay=63, decode_delay=2, encode_delay=10, total_delay=75, md5=244bf514a6a2521f6fe89a3237254994
Unknown Frame: size=15656, net_delay=64, decode_delay=2, encode_delay=10, total_delay=76, md5=936ce3464a73046a5b7494958025da28
Unknown Frame: size=16068, net_delay=63, decode_delay=2, encode_delay=10, total_delay=75, md5=8bae229923df907b93ff3daf37c08d4b
Unknown Frame: size=15214, net_delay=63, decode_delay=3, encode_delay=10, total_delay=76, md5=81f185c5583ffd2875ab6ac114d4e53e
Unknown Frame: size=16036, net_delay=62, decode_delay=2, encode_delay=11, total_delay=75, md5=b2403e3d0894ec6bcdf3d20ba0fa2fc1
Unknown Frame: size=14689, net_delay=63, decode_delay=2, encode_delay=10, total_delay=75, md5=4bd7c4ac1b423195add065abdef1e552
Unknown Frame: size=15839, net_delay=64, decode_delay=2, encode_delay=10, total_delay=76, md5=a02196c31f272f428e8739d80fb063ee
Unknown Frame: size=15206, net_delay=64, decode_delay=2, encode_delay=9, total_delay=75, md5=a3befa51977daa915efd962be7d0af75
Unknown Frame: size=15128, net_delay=64, decode_delay=2, encode_delay=9, total_delay=75, md5=d600861a186ba3317d688b06e351e8f8
Unknown Frame: size=15890, net_delay=64, decode_delay=2, encode_delay=10, total_delay=76, md5=8451ca260cd7c457d45ac862dea09555
Unknown Frame: size=14914, net_delay=62, decode_delay=2, encode_delay=11, total_delay=75, md5=42fa3c0d4b82a12480595bca016b0b78
Unknown Frame: size=15272, net_delay=63, decode_delay=2, encode_delay=10, total_delay=75, md5=d435c60afa65b96e108034f408810397
Unknown Frame: size=15297, net_delay=63, decode_delay=2, encode_delay=10, total_delay=75, md5=14b3d2273e66b9e920e2649a221c97c0
Unknown Frame: size=15498, net_delay=65, decode_delay=2, encode_delay=10, total_delay=77, md5=8b31724e656c6da8408c3c1ed08301a9
Unknown Frame: size=15584, net_delay=63, decode_delay=2, encode_delay=10, total_delay=75, md5=8655e76fd6061bba60cdac9d2c5cc9d4
Unknown Frame: size=15959, net_delay=63, decode_delay=2, encode_delay=11, total_delay=76, md5=19501213488560038a8c6fb037094d20
Unknown Frame: size=15486, net_delay=64, decode_delay=3, encode_delay=10, total_delay=77, md5=b1074f111726e7256f3f778aed36b511
Unknown Frame: size=14426, net_delay=65, decode_delay=2, encode_delay=9, total_delay=76, md5=d990e78cf181b2e01c39ca66cb577a69
Unknown Frame: size=15023, net_delay=64, decode_delay=3, encode_delay=9, total_delay=76, md5=b5dd3289306b226998d5233247b90dc6
Unknown Frame: size=15992, net_delay=63, decode_delay=2, encode_delay=10, total_delay=75, md5=cc4a222d03aa77643d2c12d5432393df
Unknown Frame: size=16078, net_delay=63, decode_delay=2, encode_delay=10, total_delay=75, md5=4511d68a2216b60926d81db1b709fa44
Unknown Frame: size=14984, net_delay=63, decode_delay=2, encode_delay=10, total_delay=75, md5=1cd226e2e7166ff3ffda5922771e7d91
Unknown Frame: size=16142, net_delay=62, decode_delay=2, encode_delay=11, total_delay=75, md5=e5fd7e5f1adfeee4b5eb8d9d07084dd7
Unknown Frame: size=16606, net_delay=62, decode_delay=2, encode_delay=12, total_delay=76, md5=b8431c87ea9eb70644ac676e39ec3b98
Unknown Frame: size=14867, net_delay=62, decode_delay=2, encode_delay=12, total_delay=76, md5=ac64da318d6059fb4b20486d9d6aaff7
Unknown Frame: size=15956, net_delay=63, decode_delay=2, encode_delay=11, total_delay=76, md5=8f17a97e7d5a95e9209bedde4e4b5459
Unknown Frame: size=16177, net_delay=63, decode_delay=2, encode_delay=11, total_delay=76, md5=3784b9089200ed0a7d53adf5adc71533
Unknown Frame: size=14584, net_delay=64, decode_delay=2, encode_delay=9, total_delay=75, md5=52f254acd4657a774246501ab0c8f60f
Unknown Frame: size=15630, net_delay=64, decode_delay=2, encode_delay=9, total_delay=75, md5=27cbb32ac98c74e9b577c10d7573c534
Unknown Frame: size=15322, net_delay=64, decode_delay=2, encode_delay=9, total_delay=75, md5=9c3afd213ae51a8aa7d50cb393227890
Unknown Frame: size=16849, net_delay=64, decode_delay=2, encode_delay=10, total_delay=76, md5=0bc6e3843248b01e54a7c5d981678d73
Unknown Frame: size=15579, net_delay=64, decode_delay=2, encode_delay=10, total_delay=76, md5=386ba44c0958d28c007baf6b4235093d
Unknown Frame: size=16579, net_delay=61, decode_delay=3, encode_delay=12, total_delay=76, md5=42b1f6d547021af121d9ea22fa2e4c59
Unknown Frame: size=14447, net_delay=64, decode_delay=2, encode_delay=10, total_delay=76, md5=f8de4dd8941dfefcf8f85dfdfd3f2e5c
Unknown Frame: size=14862, net_delay=63, decode_delay=2, encode_delay=10, total_delay=75, md5=4e5384651ce71c11b8fb584b064f3c7d
Unknown Frame: size=15421, net_delay=64, decode_delay=2, encode_delay=9, total_delay=75, md5=5e42fd74399b7c8c73b5aeef2689080a
Unknown Frame: size=15682, net_delay=65, decode_delay=2, encode_delay=9, total_delay=76, md5=7f4098a639fc4008bcf87497c44538ec
Unknown Frame: size=16118, net_delay=64, decode_delay=2, encode_delay=10, total_delay=76, md5=7215262811f356e53866021143388c31
Unknown Frame: size=14966, net_delay=65, decode_delay=2, encode_delay=9, total_delay=76, md5=133cab04d405be666133eb86b9a9c93f
Unknown Frame: size=15774, net_delay=64, decode_delay=3, encode_delay=10, total_delay=77, md5=dfd62fede30b0741f762d0d2b9764eee
Unknown Frame: size=15262, net_delay=65, decode_delay=2, encode_delay=9, total_delay=76, md5=7db01c44d532b87be16dd1cc524e3b21
Unknown Frame: size=16153, net_delay=65, decode_delay=2, encode_delay=9, total_delay=76, md5=d290d53dbdcf172340ae1d065fb62d58
Unknown Frame: size=15525, net_delay=62, decode_delay=3, encode_delay=12, total_delay=77, md5=e1a407f7dbc5a25d8ccda3ef6feb5837
Unknown Frame: size=15670, net_delay=64, decode_delay=2, encode_delay=10, total_delay=76, md5=d6cd3f7fa865ad7673a4827f142d6df5
Unknown Frame: size=15586, net_delay=64, decode_delay=2, encode_delay=9, total_delay=75, md5=b8f38d60e8b1188c99debd95d5b7fe1c
Unknown Frame: size=16069, net_delay=64, decode_delay=2, encode_delay=10, total_delay=76, md5=00bb6ea35285514a747dac58f1173061
Unknown Frame: size=15007, net_delay=64, decode_delay=3, encode_delay=9, total_delay=76, md5=c58ad08fe04d985696aeb9c4d2669d07
Unknown Frame: size=15486, net_delay=64, decode_delay=2, encode_delay=9, total_delay=75, md5=eef166ae411f241cfee86318ea1dd270
Unknown Frame: size=15197, net_delay=63, decode_delay=2, encode_delay=10, total_delay=75, md5=6aa7c92423908069d1acff71411c7615
Unknown Frame: size=16144, net_delay=63, decode_delay=2, encode_delay=10, total_delay=75, md5=754a536390b608b83f5797725ee2e630
Unknown Frame: size=16168, net_delay=63, decode_delay=2, encode_delay=10, total_delay=75, md5=a8fb3bb461a6139246d58a200747c1b1
Frame not received: Unknown Frame: size=16336, net_delay=None, decode_delay=None, encode_delay=7, total_delay=None, md5=0520a0121b329f3ba9146dac4b91b398
Unknown Frame: size=16336, net_delay=None, decode_delay=None, encode_delay=7, total_delay=None, md5=0520a0121b329f3ba9146dac4b91b398
Unknown Frame: size=15079, net_delay=64, decode_delay=3, encode_delay=9, total_delay=76, md5=ae19a7280b350699b31859edcde433c2
Unknown Frame: size=15843, net_delay=63, decode_delay=2, encode_delay=10, total_delay=75, md5=082793d07099e4b8bf6f43fc8c5a1273
Unknown Frame: size=15537, net_delay=63, decode_delay=2, encode_delay=10, total_delay=75, md5=9fa8197707e5178c07ef10aa1b3af1cb
Unknown Frame: size=15926, net_delay=63, decode_delay=2, encode_delay=10, total_delay=75, md5=6ebdf3543b554674daffe16ecdc75fe1
Unknown Frame: size=16144, net_delay=62, decode_delay=2, encode_delay=10, total_delay=74, md5=7a868626226f25c50bf66656f7e4db6b
Unknown Frame: size=15450, net_delay=62, decode_delay=2, encode_delay=10, total_delay=74, md5=9915a3dbab41b482273212a3939e5f8e
Unknown Frame: size=15432, net_delay=62, decode_delay=3, encode_delay=10, total_delay=75, md5=0ce6999f1655b379325fe560cd8a55f7
Unknown Frame: size=14965, net_delay=65, decode_delay=2, encode_delay=8, total_delay=75, md5=2683e09b081ce4b79eff341831fa5620
Unknown Frame: size=16652, net_delay=62, decode_delay=2, encode_delay=11, total_delay=75, md5=e00c6ea7664d703b99f3702d1efe1317
Unknown Frame: size=15119, net_delay=64, decode_delay=2, encode_delay=10, total_delay=76, md5=03d8bdf28fdb9a3736b89cacd7e9053d
Unknown Frame: size=15247, net_delay=63, decode_delay=2, encode_delay=10, total_delay=75, md5=549f1b2f69935b639244051ec423b41b
Unknown Frame: size=15947, net_delay=63, decode_delay=2, encode_delay=10, total_delay=75, md5=fde9d78a294f2371a2d851bc6ca355f8
Unknown Frame: size=15861, net_delay=63, decode_delay=2, encode_delay=10, total_delay=75, md5=bfd514a3636dabcc2f9e0414474f83f7
Unknown Frame: size=16772, net_delay=63, decode_delay=2, encode_delay=11, total_delay=76, md5=2a7e20fe66ec24e2dffec91c365a3d38
Unknown Frame: size=14608, net_delay=64, decode_delay=2, encode_delay=9, total_delay=75, md5=1372bda3d6ac9ac1aaf75621d395ee18
Unknown Frame: size=16683, net_delay=63, decode_delay=3, encode_delay=10, total_delay=76, md5=805d97f5bfc93a238a75643a625e6cfd
Unknown Frame: size=14835, net_delay=63, decode_delay=2, encode_delay=10, total_delay=75, md5=f781916f4b758adb9faf7000a898eba0
Unknown Frame: size=16242, net_delay=61, decode_delay=3, encode_delay=12, total_delay=76, md5=3321cf64e0a3d4e4f39f861e53c75d94
Unknown Frame: size=16230, net_delay=61, decode_delay=2, encode_delay=11, total_delay=74, md5=94e20440b629aa5d1f1c8568fb24ede0
Unknown Frame: size=16450, net_delay=61, decode_delay=2, encode_delay=12, total_delay=75, md5=eb6407dba6ee144c1a71cb431717dcb0
Unknown Frame: size=15527, net_delay=61, decode_delay=3, encode_delay=12, total_delay=76, md5=e5fb057f6e6396554f799e61a5fbf84a
Unknown Frame: size=15574, net_delay=61, decode_delay=3, encode_delay=12, total_delay=76, md5=c54c36c2c10ddcad5192591d1823b662
Unknown Frame: size=15324, net_delay=64, decode_delay=2, encode_delay=10, total_delay=76, md5=9a5322e3d338837a88cf16d536e685bd
Unknown Frame: size=16446, net_delay=61, decode_delay=2, encode_delay=11, total_delay=74, md5=9f799f314c0359250d30944432e3237e
Unknown Frame: size=15737, net_delay=62, decode_delay=2, encode_delay=10, total_delay=74, md5=13b864cce505413ba33bbafe81420290
Unknown Frame: size=16316, net_delay=64, decode_delay=2, encode_delay=10, total_delay=76, md5=c77798911d6541bbc7565e5209789b05
Unknown Frame: size=15548, net_delay=64, decode_delay=2, encode_delay=9, total_delay=75, md5=599fda3d503a9ec233d49de47572f900
Unknown Frame: size=16396, net_delay=62, decode_delay=3, encode_delay=11, total_delay=76, md5=5aeb5c9450b0f0847c919ecab48edacd
Unknown Frame: size=16331, net_delay=66, decode_delay=2, encode_delay=10, total_delay=78, md5=e2044b8d42911faefbb04ff7f7390cf3
Unknown Frame: size=15877, net_delay=65, decode_delay=2, encode_delay=11, total_delay=78, md5=af78934d70dd12b691c6921a4382f8d6
Unknown Frame: size=16846, net_delay=70, decode_delay=3, encode_delay=11, total_delay=84, md5=e7ab83d1b9c9d54469c484e4da2c0f7b
Unknown Frame: size=15272, net_delay=69, decode_delay=2, encode_delay=10, total_delay=81, md5=7210111347ada82070004d8c5c9763d2
Unknown Frame: size=15549, net_delay=71, decode_delay=2, encode_delay=10, total_delay=83, md5=fa0cf66e5d2e541d7f80b46675127225
Unknown Frame: size=11260, net_delay=65, decode_delay=2, encode_delay=9, total_delay=76, md5=44a9218101f8c7e75ff3c38fac795050
Unknown Frame: size=10898, net_delay=66, decode_delay=1, encode_delay=9, total_delay=76, md5=8e75323bd0a03bb26f24dd384ad065e5
Unknown Frame: size=10829, net_delay=65, decode_delay=2, encode_delay=9, total_delay=76, md5=be47f3ae07d36b054bbccae1097a9635
Unknown Frame: size=11125, net_delay=64, decode_delay=2, encode_delay=10, total_delay=76, md5=09eca0b2983f09d5fb8ac829fc4f39fa
Unknown Frame: size=10634, net_delay=65, decode_delay=2, encode_delay=9, total_delay=76, md5=9d9dc4455f4bc1c13aacd37bdceda4e5
Unknown Frame: size=11138, net_delay=65, decode_delay=2, encode_delay=9, total_delay=76, md5=4a0babe11e0f51fa096746920c83e603
Unknown Frame: size=11023, net_delay=65, decode_delay=2, encode_delay=9, total_delay=76, md5=1e31a728dcbfb15d3e83a876e41a6a70
Unknown Frame: size=10732, net_delay=64, decode_delay=2, encode_delay=10, total_delay=76, md5=18cebd044de6a0311e22740729563699
Unknown Frame: size=10621, net_delay=65, decode_delay=2, encode_delay=9, total_delay=76, md5=602117fb9c50778d3764fae4296cc096
Unknown Frame: size=11174, net_delay=65, decode_delay=1, encode_delay=9, total_delay=75, md5=25d92082d5df312d2f4a6c85c06f1829
Unknown Frame: size=10330, net_delay=65, decode_delay=2, encode_delay=9, total_delay=76, md5=4991bdd90de597280ae55a370fa7925c
Unknown Frame: size=11154, net_delay=63, decode_delay=2, encode_delay=11, total_delay=76, md5=9960f3acc7ae8523599ac94e8d3a1e8e
Unknown Frame: size=10471, net_delay=65, decode_delay=2, encode_delay=9, total_delay=76, md5=858e39be5483b05aebc7c8692abd87ed
Unknown Frame: size=11267, net_delay=65, decode_delay=2, encode_delay=9, total_delay=76, md5=76ff6bda18fa6f6265ad2123f549065b
Unknown Frame: size=11098, net_delay=66, decode_delay=2, encode_delay=9, total_delay=77, md5=9adf5311635cf2db5c53fee12ea8ae77
Unknown Frame: size=11226, net_delay=64, decode_delay=2, encode_delay=11, total_delay=77, md5=ab0723ebad7ed47bfcf9643e63cfe339
Unknown Frame: size=11251, net_delay=64, decode_delay=2, encode_delay=11, total_delay=77, md5=3423db269432ac2c943ad63777e85e83
Unknown Frame: size=10701, net_delay=65, decode_delay=2, encode_delay=11, total_delay=78, md5=afeae467635bf9fa75914148b85372c2
Unknown Frame: size=10347, net_delay=66, decode_delay=2, encode_delay=10, total_delay=78, md5=43569f65efd7a86ad25140dd3bdfa9a1
Unknown Frame: size=10471, net_delay=67, decode_delay=2, encode_delay=9, total_delay=78, md5=428250d0d83b432840ac7d5627b25dd2
Unknown Frame: size=11090, net_delay=67, decode_delay=2, encode_delay=10, total_delay=79, md5=2d55b7f82593783ae66835b41eaccac8
Unknown Frame: size=12626, net_delay=67, decode_delay=2, encode_delay=10, total_delay=79, md5=7f45ae4bef06a7b6be2ed59eb1e2f507
Unknown Frame: size=12208, net_delay=67, decode_delay=2, encode_delay=10, total_delay=79, md5=d3a7a4f97cae7f4fa961a12c3df05c8c
Unknown Frame: size=12707, net_delay=67, decode_delay=2, encode_delay=10, total_delay=79, md5=d58786895e61d156df6225e3deceef19
Unknown Frame: size=11987, net_delay=69, decode_delay=2, encode_delay=9, total_delay=80, md5=4f4b5623fce9d9c8e38c8bf8695a54dd
Unknown Frame: size=12415, net_delay=70, decode_delay=2, encode_delay=9, total_delay=81, md5=61500c1fa753761bd28b6382df9bdec5
Unknown Frame: size=12918, net_delay=69, decode_delay=2, encode_delay=9, total_delay=80, md5=c70a12ba3bfa0c43651f311e70ff492c
Unknown Frame: size=13115, net_delay=69, decode_delay=2, encode_delay=11, total_delay=82, md5=363d208ccb83eb7c03e20206fbd99884
Unknown Frame: size=13421, net_delay=67, decode_delay=2, encode_delay=11, total_delay=80, md5=5f0840dc50f16916d3a2a95b12eeb4e1
Unknown Frame: size=11818, net_delay=69, decode_delay=2, encode_delay=9, total_delay=80, md5=6845dc48d327c2fa4820f4f27837a585
