Frame not received: Unknown Frame: size=1216, net_delay=None, decode_delay=None, encode_delay=31, total_delay=None, md5=993abbc10d44c5d4f3de68feb71fd377
Unknown Frame: size=22674, net_delay=43, decode_delay=4, encode_delay=9, total_delay=56, md5=5915371361d3a237d008aac92ec8e766
Unknown Frame: size=23324, net_delay=50, decode_delay=4, encode_delay=10, total_delay=64, md5=ef6f4aa20777f67fc2190126bd4df59f
Unknown Frame: size=23249, net_delay=57, decode_delay=4, encode_delay=9, total_delay=70, md5=f9f21ea02039b12d4c52cd86fbd456d3
Unknown Frame: size=24398, net_delay=68, decode_delay=5, encode_delay=9, total_delay=82, md5=13e4aeb23038b62a2fe0a6085a9c3656
Unknown Frame: size=23505, net_delay=74, decode_delay=4, encode_delay=9, total_delay=87, md5=775b52e17ea00c680f66f97b0acc71d5
Unknown Frame: size=24613, net_delay=85, decode_delay=4, encode_delay=9, total_delay=98, md5=84062ce3133b41ea8e6ffcadebceadb2
Unknown Frame: size=24140, net_delay=94, decode_delay=4, encode_delay=9, total_delay=107, md5=2c19452b332c71b393677c5394b2c8d8
Unknown Frame: size=24227, net_delay=104, decode_delay=4, encode_delay=9, total_delay=117, md5=bff0ec9c1b2021e72d452fc7dc174598
Unknown Frame: size=24787, net_delay=110, decode_delay=5, encode_delay=10, total_delay=125, md5=a6ae23fccd6463d9a0169a9e14b04db9
Unknown Frame: size=24052, net_delay=119, decode_delay=4, encode_delay=10, total_delay=133, md5=9f577c814e93b59df71fb199a5596b39
Unknown Frame: size=23691, net_delay=129, decode_delay=4, encode_delay=9, total_delay=142, md5=79e0a75df5be4a80dcb8d7b826a4c58f
Unknown Frame: size=17825, net_delay=128, decode_delay=3, encode_delay=9, total_delay=140, md5=8eca6bb5f7f096008d83dc98f5004612
Unknown Frame: size=18397, net_delay=123, decode_delay=3, encode_delay=9, total_delay=135, md5=98a5907b4b55b48e3fd9f2a61c1e7117
Unknown Frame: size=17936, net_delay=122, decode_delay=4, encode_delay=8, total_delay=134, md5=f28937b58d84cd0b4071af5207eca375
Unknown Frame: size=17429, net_delay=118, decode_delay=3, encode_delay=9, total_delay=130, md5=bd4745db0a96f45fbf2cd22354bc47d1
Unknown Frame: size=17677, net_delay=117, decode_delay=3, encode_delay=9, total_delay=129, md5=f3c9e5ed7506ccdbcc0fcc53031f937c
Unknown Frame: size=18050, net_delay=115, decode_delay=4, encode_delay=9, total_delay=128, md5=998d1853c919368032c727b79344035a
Unknown Frame: size=17011, net_delay=112, decode_delay=4, encode_delay=8, total_delay=124, md5=650d200d19e54d90113005a0318ea1ef
Unknown Frame: size=17855, net_delay=106, decode_delay=3, encode_delay=9, total_delay=118, md5=edbd96ba9a116f70b748766166f8a366
Unknown Frame: size=17144, net_delay=106, decode_delay=3, encode_delay=9, total_delay=118, md5=27e5775b12fa8c7216265eb273d69e5b
Unknown Frame: size=17076, net_delay=101, decode_delay=4, encode_delay=9, total_delay=114, md5=c5170981e7b611ba87fb5ce89b2695ea
Unknown Frame: size=16654, net_delay=96, decode_delay=3, encode_delay=8, total_delay=107, md5=fabadb7c0dcdae9e08082eb06261db38
Unknown Frame: size=16987, net_delay=92, decode_delay=4, encode_delay=8, total_delay=104, md5=019d021a31fa021784ee875ca7557ddb
Unknown Frame: size=17053, net_delay=87, decode_delay=3, encode_delay=8, total_delay=98, md5=f5bdfaa08ee1dd745392b316fd9573b1
Unknown Frame: size=17511, net_delay=84, decode_delay=3, encode_delay=10, total_delay=97, md5=fa25027fa7a6de2c1af3bbb220f6a985
Unknown Frame: size=16655, net_delay=81, decode_delay=3, encode_delay=9, total_delay=93, md5=be76068f92fb58df176d0b47c00ac729
Unknown Frame: size=16903, net_delay=77, decode_delay=4, encode_delay=8, total_delay=89, md5=23fffc87853994ab4b8f9a37fbb3332b
Unknown Frame: size=16645, net_delay=74, decode_delay=3, encode_delay=9, total_delay=86, md5=24fd2fe2228f05a86da61395aa05e87e
Unknown Frame: size=16844, net_delay=66, decode_delay=3, encode_delay=9, total_delay=78, md5=0312deee93ee7c8cef61577be92b1596
Unknown Frame: size=15847, net_delay=63, decode_delay=3, encode_delay=9, total_delay=75, md5=064f0c16daee24f4881f9c8e33eed1af
Unknown Frame: size=16304, net_delay=57, decode_delay=3, encode_delay=8, total_delay=68, md5=9269c69a76836ed1848e32db054002a4
Unknown Frame: size=16361, net_delay=52, decode_delay=3, encode_delay=9, total_delay=64, md5=72e0a890e8a37f8141e374920d5c2938
Unknown Frame: size=16393, net_delay=46, decode_delay=3, encode_delay=8, total_delay=57, md5=18abd21dcad944aa53282775fc878238
Unknown Frame: size=17454, net_delay=44, decode_delay=3, encode_delay=9, total_delay=56, md5=2727f348216089e2e6a51fd9b754a750
Unknown Frame: size=17347, net_delay=43, decode_delay=4, encode_delay=10, total_delay=57, md5=1203e7fba4f1c8033eebedb8e79ebf00
Unknown Frame: size=17045, net_delay=44, decode_delay=3, encode_delay=10, total_delay=57, md5=a267ad8936b815f94996825d17a15e7d
Unknown Frame: size=17242, net_delay=42, decode_delay=4, encode_delay=11, total_delay=57, md5=515467bfb9eea2b2814ebef275092346
Unknown Frame: size=17501, net_delay=42, decode_delay=3, encode_delay=11, total_delay=56, md5=d720f9919e095a902715a768951f792a
Unknown Frame: size=17271, net_delay=42, decode_delay=3, encode_delay=11, total_delay=56, md5=c2c239d60de4b548cf2ae2f31900102c
Unknown Frame: size=16745, net_delay=42, decode_delay=4, encode_delay=11, total_delay=57, md5=b13877424c804d7d66d1ae212e4aec9b
Unknown Frame: size=17355, net_delay=42, decode_delay=4, encode_delay=11, total_delay=57, md5=073ffa33da8171d98e23bc027e0bad33
Unknown Frame: size=16308, net_delay=43, decode_delay=4, encode_delay=11, total_delay=58, md5=f4d1d5bd194c1c1bb3f567a3381d24c8
Unknown Frame: size=15936, net_delay=43, decode_delay=3, encode_delay=11, total_delay=57, md5=b632396b941d37a0d44a9856eb8c538f
Unknown Frame: size=16987, net_delay=43, decode_delay=4, encode_delay=11, total_delay=58, md5=c040a4648ad760425bead454b098dcf2
Unknown Frame: size=15766, net_delay=44, decode_delay=3, encode_delay=10, total_delay=57, md5=04dc2f72e7bb897ea47ba1339b61bae0
Unknown Frame: size=16960, net_delay=44, decode_delay=5, encode_delay=10, total_delay=59, md5=9be211a15da47aedcbcb449b2dafc82e
Unknown Frame: size=16141, net_delay=43, decode_delay=4, encode_delay=11, total_delay=58, md5=ad264ffeff36b89e62a42af359385456
Unknown Frame: size=15832, net_delay=43, decode_delay=4, encode_delay=11, total_delay=58, md5=2d35aaa2652360e4a2f08706575aa9a3
Unknown Frame: size=16863, net_delay=43, decode_delay=4, encode_delay=11, total_delay=58, md5=4ccbc371d11ed400693dd2c6a0b77765
Unknown Frame: size=17283, net_delay=43, decode_delay=3, encode_delay=12, total_delay=58, md5=d032921e6218c415131ab47964f317e2
Unknown Frame: size=16061, net_delay=43, decode_delay=4, encode_delay=12, total_delay=59, md5=f6c5c80a4a1d2afb9bedc6f076865fe1
Unknown Frame: size=16901, net_delay=43, decode_delay=3, encode_delay=12, total_delay=58, md5=5bbfa5b9d76c057912d363f6558583e0
Unknown Frame: size=16203, net_delay=43, decode_delay=4, encode_delay=12, total_delay=59, md5=774f1555fcb86425220f4dbcc6b9d8c9
Unknown Frame: size=16752, net_delay=43, decode_delay=3, encode_delay=12, total_delay=58, md5=ee25f960b8ee847022ecd75d01db22a4
Unknown Frame: size=15963, net_delay=42, decode_delay=3, encode_delay=13, total_delay=58, md5=6948e7e9db627ef73333ca218e27250c
Unknown Frame: size=15879, net_delay=44, decode_delay=3, encode_delay=11, total_delay=58, md5=9e25249645d67ff0e643e093568a9420
Unknown Frame: size=17131, net_delay=45, decode_delay=3, encode_delay=10, total_delay=58, md5=5f8152bc0368bf17d8f4e849d4786cc2
Unknown Frame: size=17182, net_delay=44, decode_delay=3, encode_delay=11, total_delay=58, md5=62b0d4e9146b928456285fcec35e20e9
Unknown Frame: size=15553, net_delay=45, decode_delay=3, encode_delay=10, total_delay=58, md5=e32e7aa4ee8a0a6bf73e8a195a92ddb4
Unknown Frame: size=15883, net_delay=46, decode_delay=3, encode_delay=10, total_delay=59, md5=87fb027ee0a70419ecae407d5b623ccb
Unknown Frame: size=17111, net_delay=45, decode_delay=3, encode_delay=11, total_delay=59, md5=7948ac3e82d98c06723b10e26ac129af
Unknown Frame: size=16012, net_delay=46, decode_delay=4, encode_delay=10, total_delay=60, md5=428369aa1f1cb9521b8723cd02eecb40
Unknown Frame: size=17163, net_delay=44, decode_delay=4, encode_delay=11, total_delay=59, md5=2913c625646e14d1c4d6a0af6a005033
Unknown Frame: size=16727, net_delay=45, decode_delay=4, encode_delay=10, total_delay=59, md5=ff24adcfeaf25d4aa83ef49a9e925dcf
Unknown Frame: size=16341, net_delay=45, decode_delay=3, encode_delay=11, total_delay=59, md5=b00c07e42150982b52c60a56bf7ecaf2
Unknown Frame: size=17097, net_delay=45, decode_delay=3, encode_delay=11, total_delay=59, md5=83d586324b73d31000aeab73b55bfe4e
Unknown Frame: size=16757, net_delay=45, decode_delay=3, encode_delay=11, total_delay=59, md5=a9932b1eadb6f01b6006fd1f2f9477e8
Unknown Frame: size=17510, net_delay=44, decode_delay=3, encode_delay=12, total_delay=59, md5=8a831c9b93c433d54decac4f545031ed
Unknown Frame: size=15832, net_delay=46, decode_delay=3, encode_delay=10, total_delay=59, md5=7caaf9536726fe24e4b6a167a30d9eb9
Unknown Frame: size=17011, net_delay=46, decode_delay=3, encode_delay=10, total_delay=59, md5=69a1793b6320dcd5b84a538efaa09887
Unknown Frame: size=16625, net_delay=46, decode_delay=4, encode_delay=10, total_delay=60, md5=b7dc6b89c8f582ac800411ed27cf1f47
Unknown Frame: size=16284, net_delay=48, decode_delay=3, encode_delay=10, total_delay=61, md5=9b64f82e180d4e9a2e813a794bb74f15
Unknown Frame: size=17167, net_delay=46, decode_delay=4, encode_delay=10, total_delay=60, md5=e22c225fe8df8f5d720dac5c582d14fe
Unknown Frame: size=16959, net_delay=46, decode_delay=3, encode_delay=10, total_delay=59, md5=1daf4a848140391e5632aad87df1d164
Unknown Frame: size=16048, net_delay=46, decode_delay=4, encode_delay=10, total_delay=60, md5=4ffc9bf61f7fee8be1e5b46a8784cb39
Unknown Frame: size=17192, net_delay=46, decode_delay=3, encode_delay=10, total_delay=59, md5=cc1a5052e5b72e98f4e7d07316ce41a7
Unknown Frame: size=16459, net_delay=47, decode_delay=3, encode_delay=10, total_delay=60, md5=56a5b6e6eaab779ef71a26cbe72395a4
Unknown Frame: size=16813, net_delay=46, decode_delay=3, encode_delay=10, total_delay=59, md5=63efd73bb4616e5656e9edbd69b34ccf
Unknown Frame: size=17266, net_delay=46, decode_delay=3, encode_delay=10, total_delay=59, md5=5c7848305b53b61d583494f3e043ad18
Unknown Frame: size=16943, net_delay=46, decode_delay=3, encode_delay=11, total_delay=60, md5=1a06e00a595feefa7ac617c2c186800d
Unknown Frame: size=16190, net_delay=46, decode_delay=3, encode_delay=10, total_delay=59, md5=e2bea2af13f5dda74159f77cd4fc6377
Unknown Frame: size=15967, net_delay=46, decode_delay=3, encode_delay=10, total_delay=59, md5=5d7608fdef991f4143909a4584ecd8c5
Unknown Frame: size=17304, net_delay=46, decode_delay=3, encode_delay=11, total_delay=60, md5=d1f81e21581e1c2ac9fddeb21f55c09a
Unknown Frame: size=17398, net_delay=45, decode_delay=3, encode_delay=11, total_delay=59, md5=bdfff774638c28cf506946a6ab5878ca
Unknown Frame: size=16426, net_delay=46, decode_delay=3, encode_delay=10, total_delay=59, md5=7af069f48de58c12f9980d2d71ec5c97
Unknown Frame: size=17573, net_delay=45, decode_delay=4, encode_delay=11, total_delay=60, md5=3bd99ee3d29950ddae934a5b895c0a7b
Unknown Frame: size=17774, net_delay=46, decode_delay=3, encode_delay=12, total_delay=61, md5=868e33dde241823ee41cd166100599d0
Unknown Frame: size=15965, net_delay=47, decode_delay=3, encode_delay=11, total_delay=61, md5=bb8b3f3dadaeeeb9d3bf754d95ac7c96
Unknown Frame: size=17249, net_delay=46, decode_delay=3, encode_delay=12, total_delay=61, md5=61d130f23e60427abbdb1b7fcd2ad24d
Unknown Frame: size=16825, net_delay=48, decode_delay=3, encode_delay=11, total_delay=62, md5=8ca74372e4d84345887f0abc61e95247
Unknown Frame: size=16154, net_delay=48, decode_delay=3, encode_delay=10, total_delay=61, md5=8abf42c9d0b17c5a6a8b213e913f5ce1
Unknown Frame: size=16481, net_delay=49, decode_delay=3, encode_delay=9, total_delay=61, md5=289200694d20ccb258277c7c6d3bcdd7
Unknown Frame: size=16400, net_delay=49, decode_delay=3, encode_delay=9, total_delay=61, md5=127b416e497a7b50f669acf77ba89242
Unknown Frame: size=17898, net_delay=46, decode_delay=3, encode_delay=11, total_delay=60, md5=ca57c0b54e4d7507978711be793bece7
Unknown Frame: size=16599, net_delay=48, decode_delay=3, encode_delay=10, total_delay=61, md5=ebe23a2eaf238a4018d9e84e4975d570
Unknown Frame: size=17650, net_delay=47, decode_delay=4, encode_delay=11, total_delay=62, md5=03aee0ad95703b728524f4ae81547928
Unknown Frame: size=15774, net_delay=48, decode_delay=3, encode_delay=10, total_delay=61, md5=d7b215b2955d623cf3d072161d7c652a
Frame not received: Unknown Frame: size=17498, net_delay=None, decode_delay=None, encode_delay=8, total_delay=None, md5=85a4dda5306be575b97d001a4cc8fa75
Unknown Frame: size=17498, net_delay=None, decode_delay=None, encode_delay=8, total_delay=None, md5=85a4dda5306be575b97d001a4cc8fa75
Unknown Frame: size=15774, net_delay=49, decode_delay=3, encode_delay=9, total_delay=61, md5=78419f73d8798b00d58ed158bc0ebc13
Unknown Frame: size=16202, net_delay=49, decode_delay=3, encode_delay=9, total_delay=61, md5=bb434015dd771569ea2d1d3c4cd94fb7
Unknown Frame: size=16327, net_delay=48, decode_delay=3, encode_delay=10, total_delay=61, md5=1749a4ae458caecf7add99ca00a4ec0d
Unknown Frame: size=16135, net_delay=50, decode_delay=3, encode_delay=9, total_delay=62, md5=7d05db6ac20cf4044fbab155031ff3e3
Unknown Frame: size=16643, net_delay=49, decode_delay=3, encode_delay=10, total_delay=62, md5=e848c27c4a864ab666cf362a577c8386
Unknown Frame: size=17303, net_delay=48, decode_delay=3, encode_delay=10, total_delay=61, md5=e9e5f5a9ce15acdf0b9d9316b3937e52
Unknown Frame: size=17217, net_delay=49, decode_delay=3, encode_delay=9, total_delay=61, md5=21a28a907ca6aead80ba4fa18268a147
Unknown Frame: size=16634, net_delay=48, decode_delay=4, encode_delay=10, total_delay=62, md5=acb884379324a4957870d37b2322fdfd
Unknown Frame: size=16698, net_delay=48, decode_delay=3, encode_delay=10, total_delay=61, md5=417bb895ea68c048ab0797b50923fcaa
Unknown Frame: size=16207, net_delay=50, decode_delay=3, encode_delay=9, total_delay=62, md5=c5a417bee3db0fece8e5237b48ad97f5
Unknown Frame: size=17371, net_delay=47, decode_delay=3, encode_delay=11, total_delay=61, md5=8b380d9c76f1a7b504e96b20c61e9fd7
Unknown Frame: size=16811, net_delay=48, decode_delay=3, encode_delay=10, total_delay=61, md5=8cda3f55cb059eabf190d0f9c7bac6d1
Unknown Frame: size=16722, net_delay=48, decode_delay=3, encode_delay=10, total_delay=61, md5=fa7816958cb5c05c18b7aebca6d2f0f9
Unknown Frame: size=16274, net_delay=48, decode_delay=3, encode_delay=10, total_delay=61, md5=a670f4ab83e3dc3a7ef2d4fdd358aa3b
Unknown Frame: size=17295, net_delay=48, decode_delay=3, encode_delay=10, total_delay=61, md5=b788ccde42080c2197e7d8a96e152718
Unknown Frame: size=17119, net_delay=48, decode_delay=3, encode_delay=10, total_delay=61, md5=bcf3dead91df6a35b86a52b812354ead
Unknown Frame: size=17495, net_delay=47, decode_delay=4, encode_delay=11, total_delay=62, md5=0746d0604c38321e80811c1065a6fd39
Unknown Frame: size=16808, net_delay=48, decode_delay=3, encode_delay=10, total_delay=61, md5=afbc28dc1c5d71148d573611a83609e6
Unknown Frame: size=16736, net_delay=48, decode_delay=3, encode_delay=10, total_delay=61, md5=920b1281f0e4ea4164964ccd8aefd060
Unknown Frame: size=16904, net_delay=47, decode_delay=3, encode_delay=11, total_delay=61, md5=4a8e560e22a3c2a33011e90b8ca3f2f0
Unknown Frame: size=16837, net_delay=47, decode_delay=4, encode_delay=11, total_delay=62, md5=e85405af11fcaee2ca94fd2dea8bf51c
Unknown Frame: size=17044, net_delay=47, decode_delay=3, encode_delay=11, total_delay=61, md5=2781fc1f0c4f177fed3772b3f5a6d932
Unknown Frame: size=16542, net_delay=48, decode_delay=3, encode_delay=11, total_delay=62, md5=c3b11d5c1b1eeedcf918b12356ff7aae
Unknown Frame: size=16302, net_delay=47, decode_delay=4, encode_delay=11, total_delay=62, md5=54e7909684b9118875dfe4607892a145
Unknown Frame: size=16054, net_delay=49, decode_delay=3, encode_delay=9, total_delay=61, md5=bf5b90f35de3bc4b1693f5ae53760e11
Unknown Frame: size=17878, net_delay=47, decode_delay=3, encode_delay=11, total_delay=61, md5=578c1538f3e03a2b156c5c7032561df8
Unknown Frame: size=16412, net_delay=48, decode_delay=3, encode_delay=10, total_delay=61, md5=3742deba5b22a3305f800e71da94b703
Unknown Frame: size=16580, net_delay=48, decode_delay=4, encode_delay=10, total_delay=62, md5=5dc9e14f51b2bfb66c69a32c26876fc2
Unknown Frame: size=17512, net_delay=47, decode_delay=3, encode_delay=11, total_delay=61, md5=0ab50ba4921548ca44e76667c92e7376
Unknown Frame: size=16481, net_delay=48, decode_delay=3, encode_delay=10, total_delay=61, md5=da7c8a610840c267fcce0586c8f1c1ce
Unknown Frame: size=18151, net_delay=47, decode_delay=4, encode_delay=11, total_delay=62, md5=10477b15383855e669ef3f8130b33419
Unknown Frame: size=16144, net_delay=48, decode_delay=4, encode_delay=10, total_delay=62, md5=26b865e2952d9f6c093302fa68f35477
Unknown Frame: size=17571, net_delay=47, decode_delay=3, encode_delay=11, total_delay=61, md5=ec396afbc73e47193387a7f7433586d6
Unknown Frame: size=16301, net_delay=49, decode_delay=4, encode_delay=10, total_delay=63, md5=a06622bd151a4b93fcc43dadf3653bea
Unknown Frame: size=17521, net_delay=46, decode_delay=4, encode_delay=12, total_delay=62, md5=f969af77ef88a3379de0c4a0cf3d1098
Unknown Frame: size=17543, net_delay=46, decode_delay=3, encode_delay=12, total_delay=61, md5=c99fa4d47af79548af05d8a34a0344a2
Unknown Frame: size=17892, net_delay=46, decode_delay=4, encode_delay=13, total_delay=63, md5=d455db71c9cb2d50d946207a5fbfebf3
Unknown Frame: size=16750, net_delay=47, decode_delay=4, encode_delay=12, total_delay=63, md5=bf3680f5f17b140c59eb0cb467b208dc
Unknown Frame: size=16837, net_delay=46, decode_delay=3, encode_delay=12, total_delay=61, md5=e1b13490bda75aaf5005cf6843bb9b40
Unknown Frame: size=16413, net_delay=48, decode_delay=3, encode_delay=11, total_delay=62, md5=dff662ece30548564c8085a1adbf4a6d
Unknown Frame: size=17576, net_delay=47, decode_delay=4, encode_delay=11, total_delay=62, md5=f474e9c9b0afe1de1b1087cf0908e4e7
Unknown Frame: size=16760, net_delay=49, decode_delay=3, encode_delay=10, total_delay=62, md5=a0c180a1d07446f803b8fe6ea950d3a3
Unknown Frame: size=16806, net_delay=47, decode_delay=4, encode_delay=11, total_delay=62, md5=43d9ddaccf33f5979e573c95ffc30748
Unknown Frame: size=16708, net_delay=48, decode_delay=4, encode_delay=10, total_delay=62, md5=960d0ac8bbd16fa8820cd535c6e5e802
Unknown Frame: size=17777, net_delay=48, decode_delay=3, encode_delay=10, total_delay=61, md5=e6ca769fb6d86b395d3520f925d7179b
Unknown Frame: size=17315, net_delay=47, decode_delay=3, encode_delay=11, total_delay=61, md5=d559a3f0370050c58dd98eec7b1d1c9b
Unknown Frame: size=17835, net_delay=47, decode_delay=4, encode_delay=11, total_delay=62, md5=911fd87b4a40a71196b782804138554e
Unknown Frame: size=17568, net_delay=50, decode_delay=4, encode_delay=11, total_delay=65, md5=0ef690fadceca83e0bfbc0540a96d6fa
Unknown Frame: size=16344, net_delay=52, decode_delay=3, encode_delay=11, total_delay=66, md5=bbc3a109eee2166f3c51dc5b7a886707
Unknown Frame: size=17184, net_delay=57, decode_delay=4, encode_delay=10, total_delay=71, md5=44dd607bce8dd04e497b6da5d16a582b
Unknown Frame: size=17273, net_delay=62, decode_delay=3, encode_delay=11, total_delay=76, md5=696b7da52cec5c77242aec2298a34861
Unknown Frame: size=17240, net_delay=72, decode_delay=3, encode_delay=10, total_delay=85, md5=a3cc9f5e886d77840fc1df0134578167
Unknown Frame: size=16659, net_delay=72, decode_delay=3, encode_delay=10, total_delay=85, md5=d213dec1e7f7268511f60d38ebeab207
Unknown Frame: size=17580, net_delay=81, decode_delay=3, encode_delay=10, total_delay=94, md5=2ee6efe04e33d38af1b2d6c3b224a0d1
Unknown Frame: size=16661, net_delay=85, decode_delay=3, encode_delay=10, total_delay=98, md5=fe90faf2e813cf7209d09671f8416b41
Unknown Frame: size=17306, net_delay=90, decode_delay=4, encode_delay=10, total_delay=104, md5=96ed87da1126499fe86d82373d91f4da
Unknown Frame: size=17611, net_delay=95, decode_delay=3, encode_delay=10, total_delay=108, md5=68770f517f1428d6a9427369d7e2e19e
Unknown Frame: size=16949, net_delay=99, decode_delay=4, encode_delay=10, total_delay=113, md5=2756b58e145265bb6dc689c08ab131c9
Unknown Frame: size=17337, net_delay=104, decode_delay=4, encode_delay=10, total_delay=118, md5=c2550e95740b06a91d167e5244bcf359
Unknown Frame: size=17602, net_delay=112, decode_delay=4, encode_delay=10, total_delay=126, md5=e109c40805729ee43a11fef55154bbe9
Unknown Frame: size=13381, net_delay=103, decode_delay=3, encode_delay=14, total_delay=120, md5=279cf7048c168333801f43f1ae63f242
Unknown Frame: size=13868, net_delay=106, decode_delay=3, encode_delay=10, total_delay=119, md5=14937e2ef1c62a8615be0cff51f9cae2
Unknown Frame: size=13211, net_delay=100, decode_delay=3, encode_delay=10, total_delay=113, md5=a4ed6d7cdedd657ee9a9567e87b378ca
Unknown Frame: size=13865, net_delay=98, decode_delay=3, encode_delay=10, total_delay=111, md5=75d2fa72242e87019c35c7387a5bf8bf
Unknown Frame: size=14002, net_delay=96, decode_delay=3, encode_delay=11, total_delay=110, md5=fe771149acbbb6ef21473f2cd560a3e9
Unknown Frame: size=13580, net_delay=93, decode_delay=3, encode_delay=12, total_delay=108, md5=47914ed2a7a1c1fc28a8fab8961332dc
Unknown Frame: size=13249, net_delay=88, decode_delay=3, encode_delay=12, total_delay=103, md5=c24b100e21e18ed872b76aa839939638
Unknown Frame: size=13539, net_delay=86, decode_delay=3, encode_delay=12, total_delay=101, md5=bb44b56a35c46a5e4566f0bb6e160a96
Unknown Frame: size=12498, net_delay=83, decode_delay=3, encode_delay=10, total_delay=96, md5=f7017ca54b5523b615a875024df7a395
Unknown Frame: size=12611, net_delay=75, decode_delay=3, encode_delay=10, total_delay=88, md5=751fc4d7075f377cebdf8af41ffec642
Unknown Frame: size=12356, net_delay=71, decode_delay=3, encode_delay=9, total_delay=83, md5=fe39228029e6a09916c22137c6d36000
Unknown Frame: size=12540, net_delay=65, decode_delay=3, encode_delay=9, total_delay=77, md5=360efc413ff19b4ebf235708d55a235e
Unknown Frame: size=12039, net_delay=62, decode_delay=2, encode_delay=9, total_delay=73, md5=cb2454e6b1161590a96bb51c78d4d7ad
Unknown Frame: size=13281, net_delay=56, decode_delay=2, encode_delay=9, total_delay=67, md5=b9d359709f352b4af4f1df4edbd4925b
Unknown Frame: size=11925, net_delay=55, decode_delay=2, encode_delay=9, total_delay=66, md5=3fb7cc47bb33bf2d0c3c6e74506b3a2b
Unknown Frame: size=13167, net_delay=55, decode_delay=3, encode_delay=9, total_delay=67, md5=8d19dfb926774bdbf55e4af6444b60a2
Unknown Frame: size=12865, net_delay=54, decode_delay=3, encode_delay=10, total_delay=67, md5=5539fe1370e7bb1bf983c10edf8ade3d
Unknown Frame: size=13522, net_delay=54, decode_delay=3, encode_delay=11, total_delay=68, md5=8e1732791232e1e022fe41a1a6a0459e
Unknown Frame: size=13586, net_delay=54, decode_delay=3, encode_delay=11, total_delay=68, md5=1e6818d6267fb299cf65b92673b0deb6
Unknown Frame: size=12336, net_delay=54, decode_delay=3, encode_delay=10, total_delay=67, md5=f8093a60f3436cb3bb88b720ceaf7aa7
Unknown Frame: size=12497, net_delay=56, decode_delay=3, encode_delay=9, total_delay=68, md5=73402d6ccea1fd8971bf8533a7f16060
Unknown Frame: size=13089, net_delay=56, decode_delay=3, encode_delay=9, total_delay=68, md5=9ff72f3b6f14f44cb6d559416ed09eba
Unknown Frame: size=12684, net_delay=56, decode_delay=2, encode_delay=9, total_delay=67, md5=fa3ac2dd6cd92eaf66d7d6e5641263c0
Unknown Frame: size=13440, net_delay=56, decode_delay=3, encode_delay=9, total_delay=68, md5=ec2d66a4033af9d9a0214f88bb2b168a
Unknown Frame: size=12979, net_delay=57, decode_delay=3, encode_delay=9, total_delay=69, md5=9865c006e4a642e0ba735e4bfbeaac08
Unknown Frame: size=13001, net_delay=56, decode_delay=3, encode_delay=9, total_delay=68, md5=b774a321df168cfa94017d08bce12567
Unknown Frame: size=13211, net_delay=56, decode_delay=3, encode_delay=10, total_delay=69, md5=d2d106e4e185f0318eb90f24f47367bf
Unknown Frame: size=13455, net_delay=57, decode_delay=3, encode_delay=9, total_delay=69, md5=daf7017bee6dede998da09d2b6729bc2
Unknown Frame: size=13349, net_delay=55, decode_delay=3, encode_delay=10, total_delay=68, md5=48873fefe5f23808403496921c611a5e
Unknown Frame: size=13048, net_delay=57, decode_delay=3, encode_delay=9, total_delay=69, md5=10cd39f0caace22958fa3a9794a6c122
Unknown Frame: size=12655, net_delay=56, decode_delay=3, encode_delay=9, total_delay=68, md5=b71aff1cc67d4eee55849585b95a01f1
Unknown Frame: size=12851, net_delay=57, decode_delay=3, encode_delay=9, total_delay=69, md5=4763795aa03918309a0b01fe7736cb0d
Unknown Frame: size=12872, net_delay=57, decode_delay=3, encode_delay=9, total_delay=69, md5=ce4fa85a92d22db2d2da73e84c6156ad
Unknown Frame: size=13241, net_delay=58, decode_delay=2, encode_delay=9, total_delay=69, md5=79af225cc55b5484e93a93b79512d76c
Unknown Frame: size=12733, net_delay=57, decode_delay=3, encode_delay=9, total_delay=69, md5=15055ca7064aca30b0471cc50f7ca9cf
Unknown Frame: size=12872, net_delay=57, decode_delay=2, encode_delay=9, total_delay=68, md5=641a70f9e53d112e8b4eafb6339777de
Unknown Frame: size=12658, net_delay=58, decode_delay=3, encode_delay=8, total_delay=69, md5=5d27093d015b5232018b3da8763cefd9
Unknown Frame: size=12804, net_delay=57, decode_delay=3, encode_delay=9, total_delay=69, md5=0b5af476331ab3456ef3ff4cffe5e2ed
Unknown Frame: size=13025, net_delay=59, decode_delay=2, encode_delay=8, total_delay=69, md5=8aa8dbc0be7b1def108df2f24d8d1b1b
Unknown Frame: size=13008, net_delay=58, decode_delay=2, encode_delay=8, total_delay=68, md5=7c04fa3ffdf8d82c55465b0ff8fd3de1
Unknown Frame: size=12564, net_delay=59, decode_delay=4, encode_delay=7, total_delay=70, md5=5f72cdabdcd685573ab70a5365395178
Unknown Frame: size=13168, net_delay=58, decode_delay=3, encode_delay=8, total_delay=69, md5=1f81d68ea875eb6e7aeda522d51cfabc
Unknown Frame: size=12925, net_delay=59, decode_delay=3, encode_delay=8, total_delay=70, md5=8ca881c1c8c727d94f62c1085e20d3b4
Unknown Frame: size=12695, net_delay=59, decode_delay=3, encode_delay=8, total_delay=70, md5=bd5cf45fc79e1b865313a81453759e22
Unknown Frame: size=13520, net_delay=59, decode_delay=3, encode_delay=8, total_delay=70, md5=5a43f75d85c1c85c282d5a6e49ff7af3
