Frame not received: Unknown Frame: size=41216, net_delay=None, decode_delay=None, encode_delay=38, total_delay=None, md5=4e97ea269d9c3787edd1e943eb9944a2
Unknown Frame: size=16911, net_delay=244, decode_delay=3, encode_delay=10, total_delay=257, md5=862e93529e9a3a05dd3e896537f71763
Unknown Frame: size=26000, net_delay=242, decode_delay=4, encode_delay=12, total_delay=258, md5=c359dab8da33235f14a70c9bb74d4f49
Unknown Frame: size=19839, net_delay=243, decode_delay=4, encode_delay=11, total_delay=258, md5=771f978a9d4ea822431716ec6d0720f0
Unknown Frame: size=18280, net_delay=242, decode_delay=4, encode_delay=10, total_delay=256, md5=1f9ae4208f39c1c9132612c66548cce1
Unknown Frame: size=15675, net_delay=244, decode_delay=3, encode_delay=10, total_delay=257, md5=1a5339d0f4e05f4140f2ee031af9af02
Unknown Frame: size=22494, net_delay=243, decode_delay=4, encode_delay=12, total_delay=259, md5=c7b85c3dbf1e23f325a7fa9e7049cead
Unknown Frame: size=11724, net_delay=244, decode_delay=3, encode_delay=9, total_delay=256, md5=23f45e665381f1db7c38e3d284d6fb52
Unknown Frame: size=19124, net_delay=244, decode_delay=4, encode_delay=10, total_delay=258, md5=15b30fb0df9afd6deaaed1e479b56d54
Unknown Frame: size=23040, net_delay=244, decode_delay=4, encode_delay=10, total_delay=258, md5=c07100c2c06a12fee95d688b53cc4886
Unknown Frame: size=10387, net_delay=244, decode_delay=3, encode_delay=8, total_delay=255, md5=1e4406df31fefb20a12bea704674c871
Unknown Frame: size=11168, net_delay=244, decode_delay=3, encode_delay=9, total_delay=256, md5=928fd925c02dde368b3628cba400c8e5
Unknown Frame: size=9836, net_delay=245, decode_delay=3, encode_delay=8, total_delay=256, md5=4cd05aeb66f675376875573c999712e7
Unknown Frame: size=17568, net_delay=244, decode_delay=4, encode_delay=9, total_delay=257, md5=591aecce9124acbd165ae9d8beabe514
Unknown Frame: size=11742, net_delay=244, decode_delay=3, encode_delay=9, total_delay=256, md5=6ffb0b30390773e6aa786ca1f40769dc
Unknown Frame: size=15553, net_delay=244, decode_delay=3, encode_delay=9, total_delay=256, md5=18874219dab36d3d09f65dbb583c2061
Unknown Frame: size=11970, net_delay=246, decode_delay=2, encode_delay=8, total_delay=256, md5=14458556f8b1b79a84bbec257207f105
Unknown Frame: size=12611, net_delay=244, decode_delay=3, encode_delay=9, total_delay=256, md5=52acd5f1a7952ef96c042784fd4552f1
Unknown Frame: size=13851, net_delay=244, decode_delay=3, encode_delay=9, total_delay=256, md5=05c708f1ee9cb9c8bcca7bbff131929e
Unknown Frame: size=22494, net_delay=243, decode_delay=5, encode_delay=10, total_delay=258, md5=783ba3bac6f3ee570247bc25d22e5097
Unknown Frame: size=36724, net_delay=243, decode_delay=6, encode_delay=11, total_delay=260, md5=9456fd6d94f7848316ee9cfcc5e85f5a
Unknown Frame: size=7491, net_delay=248, decode_delay=2, encode_delay=7, total_delay=257, md5=80c10c0bb7efd59898665ca626180696
Unknown Frame: size=9284, net_delay=248, decode_delay=2, encode_delay=8, total_delay=258, md5=0991d7c0faf6b014fd8f308c76e5870b
Unknown Frame: size=18932, net_delay=245, decode_delay=4, encode_delay=9, total_delay=258, md5=7867e039c0e541df282dc881c7e75dc6
Unknown Frame: size=13513, net_delay=247, decode_delay=2, encode_delay=8, total_delay=257, md5=51eeda1a6d7a59617dcd3343ff0b90ee
Unknown Frame: size=13299, net_delay=247, decode_delay=3, encode_delay=8, total_delay=258, md5=cde7ee50382d5b501a6e7f52538a95cf
Unknown Frame: size=23429, net_delay=243, decode_delay=4, encode_delay=12, total_delay=259, md5=7c3f90dbffa395a477374d152b241fce
Unknown Frame: size=14761, net_delay=246, decode_delay=3, encode_delay=9, total_delay=258, md5=1347edf7b91eff5c2ef1d2a294783f1a
Unknown Frame: size=15216, net_delay=246, decode_delay=3, encode_delay=8, total_delay=257, md5=bbf03c5db496f6e30020101063988ecb
Unknown Frame: size=20466, net_delay=244, decode_delay=4, encode_delay=10, total_delay=258, md5=c20380017b2e3f574bb171328a2fdf49
Unknown Frame: size=20148, net_delay=244, decode_delay=4, encode_delay=10, total_delay=258, md5=d557eaf3a437d91b14561bc6b33b3dd2
Unknown Frame: size=8255, net_delay=247, decode_delay=2, encode_delay=7, total_delay=256, md5=09ccf6421d00278a22d71698ff8556b7
Unknown Frame: size=19544, net_delay=246, decode_delay=3, encode_delay=8, total_delay=257, md5=7d55aca5ad8c2ab71b7cf0e0dda75fde
Unknown Frame: size=16016, net_delay=245, decode_delay=3, encode_delay=9, total_delay=257, md5=d37f84c74b05007a8b12cbb48114b2bf
Unknown Frame: size=13140, net_delay=246, decode_delay=3, encode_delay=8, total_delay=257, md5=5dc27533252124fb18a9024a82c2b3f3
Unknown Frame: size=15152, net_delay=248, decode_delay=3, encode_delay=8, total_delay=259, md5=4fbadd16553368e27b7afdb561d72543
Unknown Frame: size=21351, net_delay=245, decode_delay=3, encode_delay=10, total_delay=258, md5=6e80762ea921ce10302e8594984bfbb7
Unknown Frame: size=21912, net_delay=246, decode_delay=4, encode_delay=10, total_delay=260, md5=48a159ac971f98058ae42aa3b8a7c2b4
Unknown Frame: size=42248, net_delay=244, decode_delay=6, encode_delay=12, total_delay=262, md5=f8709d6a3a51653fbdb9f80ad587c749
Unknown Frame: size=4545, net_delay=250, decode_delay=1, encode_delay=7, total_delay=258, md5=c21b5813f34c1af2ea00e066b9a873b1
Unknown Frame: size=20466, net_delay=249, decode_delay=3, encode_delay=9, total_delay=261, md5=b1f771dd959ae912ec2a5483f7301c2f
Unknown Frame: size=23565, net_delay=247, decode_delay=4, encode_delay=10, total_delay=261, md5=06ad12802b45c4ffbf867b1adbac79bf
Unknown Frame: size=19348, net_delay=248, decode_delay=4, encode_delay=9, total_delay=261, md5=1ad88b6b6892d5b71e4242f40e600385
Unknown Frame: size=14338, net_delay=249, decode_delay=3, encode_delay=8, total_delay=260, md5=1fafa0c5eff40d0b548605599a5039c7
Unknown Frame: size=17827, net_delay=248, decode_delay=3, encode_delay=9, total_delay=260, md5=4ef1699cf8e2720f12de4976367d8ecc
Unknown Frame: size=16135, net_delay=247, decode_delay=3, encode_delay=8, total_delay=258, md5=7060d6225708daeac4714b6eeadb4bab
Unknown Frame: size=24066, net_delay=246, decode_delay=4, encode_delay=10, total_delay=260, md5=1b6a9868a3a2cb177f3264dc7f35d4f7
Unknown Frame: size=9513, net_delay=248, decode_delay=3, encode_delay=8, total_delay=259, md5=35d524ffc6296f7127aaf398fd3376d2
Unknown Frame: size=20071, net_delay=248, decode_delay=4, encode_delay=9, total_delay=261, md5=7ada5361670cfebb2c748a58e1e3c6b9
Unknown Frame: size=12502, net_delay=249, decode_delay=2, encode_delay=7, total_delay=258, md5=fd806b5c6b1caf822a93d215ac9c1262
Unknown Frame: size=12946, net_delay=248, decode_delay=3, encode_delay=8, total_delay=259, md5=4a28ce026d0c13ca3c8c9eb9da577573
Unknown Frame: size=20548, net_delay=246, decode_delay=4, encode_delay=10, total_delay=260, md5=d6a1bd0a7530bae267143c12eb558b11
Unknown Frame: size=18918, net_delay=246, decode_delay=4, encode_delay=10, total_delay=260, md5=42e575061d44d3d553ecfa4825262149
Unknown Frame: size=18508, net_delay=247, decode_delay=4, encode_delay=10, total_delay=261, md5=ebcdd1b8d299809e5b90331b8adda6af
Unknown Frame: size=24400, net_delay=245, decode_delay=4, encode_delay=12, total_delay=261, md5=f64899aca3ed40f17813d0deef3c30ed
Unknown Frame: size=27492, net_delay=245, decode_delay=5, encode_delay=12, total_delay=262, md5=cd097f4c624b5eb9165d37805fd0279e
Unknown Frame: size=27028, net_delay=244, decode_delay=5, encode_delay=13, total_delay=262, md5=be96ff660f4644946b75bccd24709a25
Unknown Frame: size=30412, net_delay=244, decode_delay=5, encode_delay=13, total_delay=262, md5=bfcaa907fef41e0317b2ef7f2117ef91
Unknown Frame: size=28683, net_delay=246, decode_delay=5, encode_delay=13, total_delay=264, md5=988246871d09832a6edd009ced71335f
Unknown Frame: size=29532, net_delay=253, decode_delay=5, encode_delay=14, total_delay=272, md5=c35ba1dff215f2ac28617fdedc49baf7
Unknown Frame: size=21891, net_delay=266, decode_delay=4, encode_delay=11, total_delay=281, md5=860c4e8710fbab73f425297eac85bab7
Unknown Frame: size=27775, net_delay=291, decode_delay=5, encode_delay=12, total_delay=308, md5=00ba571f6cc3ef5217daa1c60fe05a0c
Unknown Frame: size=18525, net_delay=298, decode_delay=4, encode_delay=11, total_delay=313, md5=286536438892221a728733def9aaa5ae
Unknown Frame: size=22987, net_delay=311, decode_delay=4, encode_delay=12, total_delay=327, md5=59429583445a62ce571daaf7a59cf7b2
Unknown Frame: size=20210, net_delay=319, decode_delay=4, encode_delay=12, total_delay=335, md5=463ffbf7dd860305c395d52c54a35281
Unknown Frame: size=14061, net_delay=314, decode_delay=3, encode_delay=10, total_delay=327, md5=dd2fccfdd618c89599c05af2e3366c74
Unknown Frame: size=17086, net_delay=318, decode_delay=3, encode_delay=11, total_delay=332, md5=8573193c1de0a9c731ef9753a7fd2bb5
Unknown Frame: size=30269, net_delay=345, decode_delay=5, encode_delay=14, total_delay=364, md5=11f67baed33c90fbcfb3b42855c4c58d
Unknown Frame: size=20391, net_delay=355, decode_delay=4, encode_delay=13, total_delay=372, md5=58045fd1bfdbb7d047cdf24de25dbd9e
Unknown Frame: size=21728, net_delay=366, decode_delay=4, encode_delay=13, total_delay=383, md5=a63a783d668f0abf0b6f401458ab64e9
Unknown Frame: size=16617, net_delay=332, decode_delay=3, encode_delay=13, total_delay=348, md5=3d38f5788330744ee39b8f175779dd8c
Unknown Frame: size=13140, net_delay=327, decode_delay=3, encode_delay=11, total_delay=341, md5=60043ec13baef395925fc0ff09b120f7
Unknown Frame: size=9675, net_delay=317, decode_delay=2, encode_delay=9, total_delay=328, md5=47048f18857cc19eeb0eebbeebd766bc
Unknown Frame: size=11250, net_delay=305, decode_delay=3, encode_delay=10, total_delay=318, md5=4b0e183c15d1a4e9418cc1d57ab8b7ef
Unknown Frame: size=14742, net_delay=300, decode_delay=3, encode_delay=11, total_delay=314, md5=00ab6e1d76b1ed6cac4b63c805212ece
Unknown Frame: size=16313, net_delay=301, decode_delay=3, encode_delay=10, total_delay=314, md5=2e5e7f8024a922287b684dd0f5687019
Unknown Frame: size=12848, net_delay=293, decode_delay=3, encode_delay=9, total_delay=305, md5=849847bd4114c42f3fe0302beb522e71
Unknown Frame: size=14111, net_delay=288, decode_delay=3, encode_delay=10, total_delay=301, md5=8ab54d3bc8eee191600c553b35d42837
Unknown Frame: size=12708, net_delay=282, decode_delay=2, encode_delay=10, total_delay=294, md5=11b054bd4e315889c4e5e6fbf7670997
Unknown Frame: size=15897, net_delay=279, decode_delay=3, encode_delay=11, total_delay=293, md5=915e737301b9752e115acbcfc70ae66b
Unknown Frame: size=14635, net_delay=277, decode_delay=3, encode_delay=11, total_delay=291, md5=005d09f0b15658c100f3484d6781f80a
Unknown Frame: size=16114, net_delay=277, decode_delay=3, encode_delay=11, total_delay=291, md5=b918f9f70e3432067c5479572a1558a7
Unknown Frame: size=15118, net_delay=274, decode_delay=3, encode_delay=10, total_delay=287, md5=057268ec70e458be130a34f9fa331d47
Unknown Frame: size=15675, net_delay=272, decode_delay=3, encode_delay=11, total_delay=286, md5=2ef309034a030e0454095c37aa7a38ee
Unknown Frame: size=23167, net_delay=283, decode_delay=4, encode_delay=13, total_delay=300, md5=83ac227324a2d5ee170ccadef2d6da85
Unknown Frame: size=14895, net_delay=285, decode_delay=3, encode_delay=10, total_delay=298, md5=23bd43ac27ab46061bfe8e2cef47b453
Unknown Frame: size=17341, net_delay=284, decode_delay=3, encode_delay=11, total_delay=298, md5=51ccc2c9bc493d6edfe001ab777fb8de
Unknown Frame: size=15296, net_delay=284, decode_delay=3, encode_delay=10, total_delay=297, md5=28bc731130931a3a1262421ccb74c5bf
Unknown Frame: size=15032, net_delay=282, decode_delay=3, encode_delay=10, total_delay=295, md5=216a43a4f659809cac40373e4a74505d
Unknown Frame: size=19863, net_delay=288, decode_delay=4, encode_delay=11, total_delay=303, md5=2b6736a42c205cb727695c7d81de7c35
Unknown Frame: size=17649, net_delay=292, decode_delay=3, encode_delay=10, total_delay=305, md5=f7fe78188e58de02ae8d1f4f1d1c478c
Unknown Frame: size=16415, net_delay=292, decode_delay=3, encode_delay=11, total_delay=306, md5=9fcc3e7ae6a07b988271235d54169a63
Unknown Frame: size=16976, net_delay=295, decode_delay=3, encode_delay=11, total_delay=309, md5=2761f3144f85a9a26c718b15d6a632df
Unknown Frame: size=16311, net_delay=293, decode_delay=3, encode_delay=11, total_delay=307, md5=2e9cfbd57fc8c4f1b696246544a725d9
Unknown Frame: size=15464, net_delay=292, decode_delay=4, encode_delay=10, total_delay=306, md5=06c0310c5735de1b0abf4befd6478c32
Unknown Frame: size=19933, net_delay=297, decode_delay=4, encode_delay=11, total_delay=312, md5=c8cf7d4050bfcb049d7df994a85c3548
Unknown Frame: size=18757, net_delay=301, decode_delay=3, encode_delay=12, total_delay=316, md5=15b55c33416c9f706f4641762d9ca4ea
Unknown Frame: size=13304, net_delay=299, decode_delay=3, encode_delay=10, total_delay=312, md5=fc7ccf3c7a9870ddb8359a69f8f0943f
Unknown Frame: size=15497, net_delay=293, decode_delay=3, encode_delay=10, total_delay=306, md5=b0834cc7ff197eecebc3a8a36f63bb73
Unknown Frame: size=15095, net_delay=293, decode_delay=3, encode_delay=11, total_delay=307, md5=1aa835668b7da02dfd3bfa00cc217d1f
Unknown Frame: size=17580, net_delay=295, decode_delay=3, encode_delay=11, total_delay=309, md5=5fd01951aed53576abb330b7b693535c
Unknown Frame: size=14963, net_delay=293, decode_delay=3, encode_delay=11, total_delay=307, md5=73079769422ccbcd32de899fe94c183a
Unknown Frame: size=16391, net_delay=291, decode_delay=4, encode_delay=11, total_delay=306, md5=32830b1621e713498e91685bc9163492
Unknown Frame: size=27529, net_delay=311, decode_delay=5, encode_delay=14, total_delay=330, md5=1afd82943f99409cc1044f67768f53e9
Unknown Frame: size=17865, net_delay=316, decode_delay=4, encode_delay=13, total_delay=333, md5=9c5f1636ed8f18dac94526a57a001b79
Unknown Frame: size=18487, net_delay=320, decode_delay=3, encode_delay=14, total_delay=337, md5=00a48a28936ce88181ba4e342010e347
Unknown Frame: size=14880, net_delay=319, decode_delay=3, encode_delay=11, total_delay=333, md5=359a88ad47610c6ac409bb09076145d6
Unknown Frame: size=8131, net_delay=302, decode_delay=2, encode_delay=9, total_delay=313, md5=f3c961a1f20b65eb4883b5d1edd9180f
Unknown Frame: size=10712, net_delay=291, decode_delay=2, encode_delay=9, total_delay=302, md5=c22cec3aec06808b4228b5a5b1427e38
Unknown Frame: size=10826, net_delay=282, decode_delay=3, encode_delay=9, total_delay=294, md5=34ae7cdd87c1e5e37c785fe665593dab
Unknown Frame: size=16108, net_delay=282, decode_delay=3, encode_delay=10, total_delay=295, md5=7602140b061173cbe0f855da73b5b364
Unknown Frame: size=14034, net_delay=283, decode_delay=3, encode_delay=10, total_delay=296, md5=7e15add9d830140597a01962caaa1cc8
Unknown Frame: size=25121, net_delay=287, decode_delay=5, encode_delay=13, total_delay=305, md5=e2a7f87377841a2cc90e0cdff739a1a0
Unknown Frame: size=13531, net_delay=285, decode_delay=3, encode_delay=9, total_delay=297, md5=4f4490f8d5ca8fcfae395f4bc7826859
Unknown Frame: size=12167, net_delay=284, decode_delay=3, encode_delay=10, total_delay=297, md5=2a300bea2e96b28fa274ce728761c783
Unknown Frame: size=10964, net_delay=286, decode_delay=2, encode_delay=9, total_delay=297, md5=88d72ed4b03dae78be1823a8ce0ff49d
Unknown Frame: size=10809, net_delay=286, decode_delay=3, encode_delay=9, total_delay=298, md5=5393662656059ea7fa63ea449530f42c
Unknown Frame: size=12240, net_delay=287, decode_delay=2, encode_delay=9, total_delay=298, md5=a7eef72859f3f1e3e6b185cf450c1e81
Unknown Frame: size=9091, net_delay=289, decode_delay=3, encode_delay=8, total_delay=300, md5=713335889e7c4e449c58f917591b93ad
Unknown Frame: size=13407, net_delay=288, decode_delay=3, encode_delay=10, total_delay=301, md5=0daf8ab08409faaf5a62e47bea8a58bd
Unknown Frame: size=11555, net_delay=288, decode_delay=3, encode_delay=9, total_delay=300, md5=fd3f34c179c759e48a449e999bc2c276
Unknown Frame: size=15722, net_delay=288, decode_delay=3, encode_delay=10, total_delay=301, md5=3a8d4bddd9654b95226b72abafd88234
Unknown Frame: size=13000, net_delay=289, decode_delay=3, encode_delay=9, total_delay=301, md5=0ccc3fbbd49889dfb3630a5f0c57d01a
Unknown Frame: size=12750, net_delay=288, decode_delay=3, encode_delay=10, total_delay=301, md5=4fe1fab51e1c97769d9d8bc8a5e917a5
Unknown Frame: size=12752, net_delay=289, decode_delay=3, encode_delay=9, total_delay=301, md5=22c552379389c90e38fd94fff9d097c0
Unknown Frame: size=19366, net_delay=288, decode_delay=3, encode_delay=11, total_delay=302, md5=5dc9603f5b78ded94db26e78efb45839
Unknown Frame: size=18748, net_delay=290, decode_delay=3, encode_delay=10, total_delay=303, md5=01ed327e08858c163aa77cce20bbff8d
Unknown Frame: size=14873, net_delay=288, decode_delay=3, encode_delay=10, total_delay=301, md5=e37ea4875e833ecd5607d190ede6064b
Unknown Frame: size=19718, net_delay=286, decode_delay=3, encode_delay=13, total_delay=302, md5=a8451b56e7f1eece5ab823437c402be2
Unknown Frame: size=18584, net_delay=289, decode_delay=3, encode_delay=11, total_delay=303, md5=e16a29e5b5fe8c9a4d86ca1d15de1ae9
Unknown Frame: size=15593, net_delay=290, decode_delay=3, encode_delay=10, total_delay=303, md5=36826d17ed7c685cba0ad48f309f07b6
Unknown Frame: size=15995, net_delay=291, decode_delay=3, encode_delay=10, total_delay=304, md5=b3bb3d9676ca7462487e2ba5fca5afb3
Unknown Frame: size=17523, net_delay=290, decode_delay=3, encode_delay=11, total_delay=304, md5=391a4721f22efa5a56731a2fdf411950
Unknown Frame: size=16483, net_delay=289, decode_delay=3, encode_delay=11, total_delay=303, md5=0c848fa71230465e406208a77c34219e
Unknown Frame: size=17237, net_delay=289, decode_delay=3, encode_delay=12, total_delay=304, md5=55d07f29078589db704bc2ff6345f05d
Unknown Frame: size=17900, net_delay=290, decode_delay=4, encode_delay=11, total_delay=305, md5=255108c26ab6d602019cccaffd1cb943
Unknown Frame: size=17313, net_delay=290, decode_delay=3, encode_delay=11, total_delay=304, md5=aaf29c61331a1f0268be1df190996084
Unknown Frame: size=15482, net_delay=291, decode_delay=3, encode_delay=10, total_delay=304, md5=2491d131eea4c47562ad9e01646e2fa6
Unknown Frame: size=11563, net_delay=290, decode_delay=2, encode_delay=11, total_delay=303, md5=36ad2b20467af0435daea7c8a32a417b
Unknown Frame: size=5664, net_delay=295, decode_delay=1, encode_delay=7, total_delay=303, md5=b1060955af65343e78704d2d9b2cab91
Unknown Frame: size=15938, net_delay=291, decode_delay=3, encode_delay=11, total_delay=305, md5=26ee026a020276ed1f5fe4fd44642fae
Unknown Frame: size=13524, net_delay=292, decode_delay=3, encode_delay=10, total_delay=305, md5=79c3d4ca730bb1ffe5f7049548e12666
Unknown Frame: size=9611, net_delay=293, decode_delay=3, encode_delay=9, total_delay=305, md5=e8f2e0bd27ee184f0cc954ab89f4e8ee
Unknown Frame: size=11710, net_delay=294, decode_delay=2, encode_delay=10, total_delay=306, md5=353f6d2a44825ebd37587749ca0bdd72
Unknown Frame: size=12388, net_delay=295, decode_delay=3, encode_delay=9, total_delay=307, md5=0420478cf003301cecf9c2981fa43bcd
Unknown Frame: size=22326, net_delay=290, decode_delay=4, encode_delay=13, total_delay=307, md5=65b315a181ab0008c4d49160ec16a0c5
Unknown Frame: size=13281, net_delay=293, decode_delay=3, encode_delay=10, total_delay=306, md5=9f0816022eb04509c26a5fb88df56291
Unknown Frame: size=26549, net_delay=291, decode_delay=5, encode_delay=12, total_delay=308, md5=21e6ec4fa0339e57ae4b88a08f3a4f3f
Unknown Frame: size=19699, net_delay=294, decode_delay=4, encode_delay=10, total_delay=308, md5=ba71a3cde8248639ddc37f5fc79e04d5
Unknown Frame: size=26312, net_delay=292, decode_delay=4, encode_delay=14, total_delay=310, md5=f61105f7f5184f62164730c0b8b9a16e
Unknown Frame: size=20529, net_delay=293, decode_delay=4, encode_delay=12, total_delay=309, md5=3bb934729fc05f0b7965d6823c0051f2
Unknown Frame: size=37737, net_delay=291, decode_delay=5, encode_delay=15, total_delay=311, md5=59c161c111434680d549c476c381b75c
Unknown Frame: size=29289, net_delay=292, decode_delay=5, encode_delay=15, total_delay=312, md5=4284816fa08d1a919c5d6cbbd834398b
Unknown Frame: size=21898, net_delay=306, decode_delay=4, encode_delay=13, total_delay=323, md5=384955697f3b8dd113c625e7aca02e17
Unknown Frame: size=12907, net_delay=305, decode_delay=3, encode_delay=10, total_delay=318, md5=4e6e02d918ecc278baa20b9a0adfdbab
Unknown Frame: size=21160, net_delay=316, decode_delay=4, encode_delay=12, total_delay=332, md5=3bd2d5cc087ad1e01b82f1f99f21c4cd
Unknown Frame: size=21595, net_delay=331, decode_delay=4, encode_delay=12, total_delay=347, md5=bdf84495d58c3671b4b79c4426ccc053
Unknown Frame: size=19663, net_delay=343, decode_delay=4, encode_delay=11, total_delay=358, md5=92178488cc55436e3a27bb4b7e87c936
Unknown Frame: size=15939, net_delay=345, decode_delay=3, encode_delay=11, total_delay=359, md5=932207d7161fb237f407f4d19dd4e39f
Unknown Frame: size=23923, net_delay=365, decode_delay=4, encode_delay=12, total_delay=381, md5=e0abaa1bf91dc43f56823d1b579f2a49
Unknown Frame: size=23069, net_delay=385, decode_delay=4, encode_delay=12, total_delay=401, md5=c499d0b53d6047ca47face62b2e47a5e
Unknown Frame: size=20568, net_delay=401, decode_delay=3, encode_delay=12, total_delay=416, md5=7864e9f52247748450c874456c41ae56
Unknown Frame: size=22047, net_delay=424, decode_delay=4, encode_delay=12, total_delay=440, md5=ba478231de22ac4253cf8f2378d0dcec
Unknown Frame: size=18707, net_delay=403, decode_delay=3, encode_delay=12, total_delay=418, md5=5c6fed0d9e423d4ec4d67054cf907d19
Unknown Frame: size=24783, net_delay=400, decode_delay=5, encode_delay=12, total_delay=417, md5=df0c0c5d98aae90c4708e995bb045074
Unknown Frame: size=28814, net_delay=332, decode_delay=5, encode_delay=13, total_delay=350, md5=64b0144bf245ab0bf52072c1cd8d3469
Unknown Frame: size=26534, net_delay=332, decode_delay=5, encode_delay=13, total_delay=350, md5=2d462e1da963c6735741314b6674f46e
Unknown Frame: size=28866, net_delay=302, decode_delay=5, encode_delay=13, total_delay=320, md5=2f9be0406f81f670698c1e1751e57347
Unknown Frame: size=24928, net_delay=332, decode_delay=5, encode_delay=12, total_delay=349, md5=c288d3f192ce8ffa2ccf25c30a2bab71
Unknown Frame: size=20622, net_delay=355, decode_delay=4, encode_delay=12, total_delay=371, md5=812e447a78f0966a3ac92d8799fcc95b
Unknown Frame: size=31752, net_delay=365, decode_delay=5, encode_delay=13, total_delay=383, md5=7f6953ad4b207e271dabe7c1c8238ec0
Unknown Frame: size=32991, net_delay=413, decode_delay=5, encode_delay=16, total_delay=434, md5=ad50b985421a02a0fbc617af30cec81f
Unknown Frame: size=24808, net_delay=443, decode_delay=4, encode_delay=14, total_delay=461, md5=e1fb6d62d489200fc491b47872079f03
Unknown Frame: size=23928, net_delay=471, decode_delay=4, encode_delay=13, total_delay=488, md5=83b11f25d34a953eca86bd9ec789657b
Unknown Frame: size=15494, net_delay=443, decode_delay=3, encode_delay=11, total_delay=457, md5=5efe0e1157920bde3f3f096d6451e246
Unknown Frame: size=9604, net_delay=436, decode_delay=2, encode_delay=9, total_delay=447, md5=175c63a2c87cf38964ae6aec77617a9b
Unknown Frame: size=15420, net_delay=436, decode_delay=3, encode_delay=11, total_delay=450, md5=947a2e8c692b9be1fd0599707919cfb4
Unknown Frame: size=10627, net_delay=433, decode_delay=3, encode_delay=9, total_delay=445, md5=daabcec79d5b4bf0d6a67443ccd7be9c
Unknown Frame: size=27086, net_delay=468, decode_delay=4, encode_delay=12, total_delay=484, md5=c022a81991a9fbfa0d42a7cfc469a80b
Unknown Frame: size=31382, net_delay=405, decode_delay=5, encode_delay=14, total_delay=424, md5=dce1eb236c3ef65f4f960bfa560f7199
Unknown Frame: size=29903, net_delay=411, decode_delay=4, encode_delay=14, total_delay=429, md5=bcf74cdf2ec582cf933822ceaff14ed3
Unknown Frame: size=15258, net_delay=319, decode_delay=3, encode_delay=10, total_delay=332, md5=769c78eaaa902bf872bb64c3133efc84
Unknown Frame: size=24304, net_delay=319, decode_delay=4, encode_delay=12, total_delay=335, md5=66c10bf91e0e8e5afdf6264182052e8e
Unknown Frame: size=5821, net_delay=321, decode_delay=2, encode_delay=9, total_delay=332, md5=5bce959dd5e828753c2747afb97d3d2f
Unknown Frame: size=5404, net_delay=322, decode_delay=1, encode_delay=9, total_delay=332, md5=2eda6c5fdcc88bfd09a1999b2b80eba2
Unknown Frame: size=3219, net_delay=324, decode_delay=1, encode_delay=7, total_delay=332, md5=d0bf0149d67157bb03b6a8460ed4ba55
Unknown Frame: size=10599, net_delay=323, decode_delay=3, encode_delay=8, total_delay=334, md5=bd18acdffac13d2d5c0645581da73211
Unknown Frame: size=3110, net_delay=325, decode_delay=1, encode_delay=7, total_delay=333, md5=0561bece290d5214ae3d466bf2c0d968
Unknown Frame: size=3073, net_delay=324, decode_delay=1, encode_delay=7, total_delay=332, md5=b8ef528d531a3abcef19076efb10d05f
Unknown Frame: size=6591, net_delay=325, decode_delay=2, encode_delay=7, total_delay=334, md5=3f967183ba8f2c8d8fc328d07672f5ef
Unknown Frame: size=8304, net_delay=326, decode_delay=2, encode_delay=7, total_delay=335, md5=75f002551e1fda7cc6ae73db4b1f8186
Unknown Frame: size=2499, net_delay=326, decode_delay=1, encode_delay=6, total_delay=333, md5=8617136c2b4499f6ce0171263290c4c6
Unknown Frame: size=8837, net_delay=324, decode_delay=3, encode_delay=8, total_delay=335, md5=d4bff9687050f9a9f22698b258e73d4f
Unknown Frame: size=1545, net_delay=327, decode_delay=1, encode_delay=6, total_delay=334, md5=0acdf9413d0511406b34e026a842cf7f
Unknown Frame: size=11472, net_delay=326, decode_delay=3, encode_delay=7, total_delay=336, md5=c20a1e7c7c5794bf786b4fbff0465a3c
Unknown Frame: size=810, net_delay=329, decode_delay=1, encode_delay=6, total_delay=336, md5=301cdb32019f498e3ef538ba1060527a
Unknown Frame: size=4066, net_delay=323, decode_delay=2, encode_delay=12, total_delay=337, md5=01502e49b82ed98b4b4353167d214bb8
Unknown Frame: size=1627, net_delay=328, decode_delay=2, encode_delay=8, total_delay=338, md5=8618ef3a28230e09b0d585b1c19f538f
Unknown Frame: size=1693, net_delay=330, decode_delay=1, encode_delay=7, total_delay=338, md5=7e3749dda374ba789bb72a6049fe41d8
Unknown Frame: size=1829, net_delay=331, decode_delay=1, encode_delay=7, total_delay=339, md5=abc389e0c98d5c544fd16e764515fbd0
Unknown Frame: size=1760, net_delay=332, decode_delay=1, encode_delay=6, total_delay=339, md5=3c5fdf80a842772920a3974bfec5f4f2
Unknown Frame: size=653, net_delay=333, decode_delay=1, encode_delay=5, total_delay=339, md5=e215cc7791830d52e99267261b887add
Unknown Frame: size=147319, net_delay=380, decode_delay=17, encode_delay=22, total_delay=419, md5=70229213cc8b3db8dd3e84efa997aa11
Unknown Frame: size=2935, net_delay=379, decode_delay=2, encode_delay=6, total_delay=387, md5=c5ddaa7f1c12bf55a78bcf205b40af18
Unknown Frame: size=815, net_delay=347, decode_delay=2, encode_delay=5, total_delay=354, md5=57b32f3f9e6f40fd83aaae7b3d81a7b4
